,Unnamed: 0,State,County,Population,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,Firearm Fatalities Rate,Crude Rate,% Enrolled in Free or Reduced Lunch,Segregation Index,Median Household Income,Average Grade Performance (Reading),Average Grade Performance (Math),High School Graduation Rate,% Uninsured.1,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy,cig_tax_2017,cig_tax_2018,cig_tax_2019,cig_tax_2020,cig_tax_2021
56,56,North Carolina,McDowell,45756,24,40,7.6,30,85,18,19.0,321.1,31,14,29.0,33.0,175.0,44,43,21,10,84,59,3.8,20,4.1,158.0,14.3,9.0,89,No,12,84,30,20.0,20.8,3.8,1.1,0.1,0.8,6.4,87.2,1,73,73,16.0,18.0,58,29.0,46370,3.0,3.1,85.0,14,36,2.0,16,12,16,14,77.0,45,45,45,45,45
57,57,North Carolina,Macon,35858,21,30,7.7,23,100,18,29.0,290.8,31,18,68.0,56.0,240.0,41,47,19,9,89,59,3.9,23,4.3,110.0,15.3,9.5,116,No,13,82,27,18.4,28.9,1.4,1.0,0.1,0.9,7.4,88.6,2,73,75,21.0,22.0,59,30.0,46279,3.0,3.2,91.0,18,34,3.0,15,15,15,13,77.9,45,45,45,45,45
58,58,North Carolina,Madison,21755,22,32,7.3,24,63,19,38.0,326.5,21,13,55.0,23.0,161.0,41,42,19,8,87,62,3.6,20,4.7,33.0,9.6,8.4,94,No,13,79,48,17.5,23.1,1.4,0.5,0.0,0.5,2.4,93.9,0,74,73,9.0,14.0,50,25.0,50062,3.3,3.4,87.0,13,35,6.0,15,7,15,13,77.2,45,45,45,45,45
59,59,North Carolina,Martin,22440,24,39,7.4,23,52,16,35.0,746.0,34,12,44.0,40.0,89.0,49,51,24,12,83,60,5.1,34,4.7,432.0,15.9,7.4,85,No,13,86,38,20.2,23.9,41.6,0.5,0.2,0.6,4.1,52.3,0,68,68,13.0,11.0,85,29.0,39413,2.8,2.7,77.0,12,40,1.0,17,22,16,15,75.3,45,45,45,45,45
60,60,North Carolina,Mecklenburg,1110356,15,29,8.0,18,92,18,34.0,852.7,20,13,88.0,70.0,305.0,44,53,15,9,90,77,3.6,14,4.5,584.0,9.5,9.2,56,No,16,77,37,23.3,11.5,31.5,6.3,0.1,0.8,13.8,46.1,5,56,88,11.0,10.0,55,47.0,69455,3.2,3.1,82.0,13,35,5.0,12,8,12,10,80.6,45,45,45,45,45
61,61,North Carolina,Mitchell,14964,22,28,,21,100,19,0.0,238.9,30,15,60.0,60.0,94.0,40,39,19,8,85,57,4.6,22,4.5,,18.7,8.4,126,No,12,83,32,18.3,25.5,0.6,0.7,0.2,0.9,6.2,91.1,1,78,72,20.0,25.0,53,37.0,47675,2.9,3.0,88.0,15,34,,15,12,16,13,75.8,45,45,45,45,45
62,62,North Carolina,Montgomery,27173,24,33,7.9,33,73,16,16.0,510.3,39,15,26.0,18.0,129.0,49,52,24,10,79,46,4.0,24,4.3,237.0,9.5,6.5,79,Yes,16,86,31,21.7,21.1,18.3,1.6,0.1,1.1,15.6,62.9,4,75,69,16.0,15.0,73,30.0,46497,2.9,3.0,90.0,15,38,1.0,15,21,16,15,76.5,45,45,45,45,45
63,63,North Carolina,Moore,100880,18,26,7.9,25,69,19,35.0,397.9,21,12,116.0,59.0,232.0,52,59,17,8,91,72,3.8,17,4.6,155.0,12.3,8.7,82,Yes,13,82,35,21.4,24.0,11.7,1.6,0.2,1.0,7.1,77.0,1,76,82,14.0,16.0,41,29.0,63942,3.2,3.4,89.0,12,35,4.0,13,8,13,11,79.5,45,45,45,45,45
64,64,North Carolina,Nash,94298,21,38,7.3,26,46,16,29.0,722.4,28,12,56.0,58.0,120.0,45,56,21,10,86,57,4.8,22,4.9,444.0,12.0,8.7,85,Yes,15,85,26,21.8,19.0,40.6,1.0,0.1,1.0,7.4,48.9,1,65,77,19.0,15.0,74,27.0,50902,2.6,2.8,84.0,12,38,6.0,15,16,15,13,75.3,45,45,45,45,45
65,65,North Carolina,New Hanover,234473,20,29,7.4,23,89,20,24.0,533.0,13,12,92.0,77.0,437.0,52,59,16,8,93,75,3.6,16,5.2,447.0,9.7,5.3,81,Yes,19,81,18,18.2,18.4,13.0,1.6,0.1,0.6,5.8,77.4,1,58,85,14.0,16.0,56,38.0,57252,3.2,3.3,86.0,12,34,8.0,14,7,14,11,79.5,45,45,45,45,45
66,66,North Carolina,Northampton,19483,25,40,6.5,37,19,16,33.0,886.1,38,12,5.0,26.0,56.0,47,50,27,12,80,52,5.2,37,5.0,253.0,13.7,8.1,85,No,16,83,40,17.2,27.0,56.6,0.3,0.0,0.7,2.6,38.8,1,68,53,19.0,13.0,99,28.0,39777,2.8,2.8,70.0,12,42,7.0,19,23,17,16,77.7,45,45,45,45,45
67,67,North Carolina,Onslow,197938,20,29,6.9,20,49,18,35.0,1078.4,48,10,33.0,103.0,231.0,42,44,20,7,92,69,4.6,18,3.7,209.0,6.7,7.1,71,No,14,72,30,24.6,9.6,14.7,2.2,0.3,0.9,12.9,65.7,1,53,87,15.0,20.0,50,27.0,50645,2.9,3.1,89.0,10,40,10.0,15,9,15,13,76.8,45,45,45,45,45
68,68,North Carolina,Orange,148476,15,22,7.9,16,84,19,36.0,475.3,4,10,188.0,228.0,663.0,48,62,14,8,93,83,3.3,13,5.6,160.0,10.5,9.4,48,No,17,68,33,19.2,14.6,11.3,8.1,0.1,0.6,8.6,69.5,3,63,88,7.0,11.0,30,25.0,74314,3.3,3.4,88.0,10,31,9.0,11,7,12,10,82.3,45,45,45,45,45
69,69,North Carolina,Pamlico,12726,22,38,7.6,33,55,18,50.0,260.1,23,13,39.0,31.0,94.0,52,60,21,10,88,58,3.8,28,5.2,165.0,8.7,6.7,133,No,12,81,41,15.1,30.4,18.5,0.6,0.2,0.8,4.3,74.2,1,78,74,22.0,28.0,73,23.0,52522,2.9,2.9,87.0,13,37,2.0,15,20,15,13,76.7,45,45,45,45,45
70,70,North Carolina,Pasquotank,39824,21,42,6.7,29,69,16,25.0,807.7,23,12,63.0,48.0,216.0,50,45,21,9,87,60,4.6,24,4.7,382.0,12.1,7.0,76,No,18,82,36,22.0,17.2,35.9,1.6,0.1,0.6,5.8,54.3,1,60,79,15.0,17.0,65,24.0,51245,3.0,3.0,83.0,12,38,12.0,15,13,15,13,76.1,45,45,45,45,45
71,71,North Carolina,Pender,63060,21,29,7.9,29,60,19,22.0,334.7,22,13,29.0,36.0,101.0,45,50,18,9,88,61,3.9,17,4.8,150.0,9.2,6.9,91,Yes,16,81,52,22.2,18.6,14.2,0.7,0.1,0.9,7.5,75.4,1,81,79,17.0,22.0,57,45.0,60405,3.1,3.1,89.0,13,36,3.0,14,15,14,12,77.3,45,45,45,45,45
72,72,North Carolina,Perquimans,13463,23,34,7.8,29,21,18,14.0,452.7,30,14,15.0,15.0,45.0,49,49,21,7,87,66,5.0,26,5.1,151.0,11.2,6.9,86,No,18,82,47,18.6,27.3,22.4,0.5,0.0,0.5,2.7,72.6,1,75,73,18.0,,56,6.0,50804,3.1,3.2,93.0,14,37,1.0,15,13,16,14,78.9,45,45,45,45,45
73,73,North Carolina,Person,39490,22,34,7.4,28,52,17,20.0,444.5,34,12,38.0,38.0,91.0,46,58,22,10,86,58,4.2,27,4.5,225.0,13.4,8.9,92,No,17,85,49,20.6,20.1,26.4,0.4,0.0,0.9,4.5,66.3,1,76,79,21.0,17.0,65,28.0,54553,3.0,3.1,89.0,12,38,4.0,16,12,16,14,76.0,45,45,45,45,45
74,74,North Carolina,Pitt,180742,20,39,7.4,25,72,17,21.0,1142.7,17,12,109.0,94.0,377.0,48,53,20,10,89,72,4.2,24,5.6,414.0,9.4,6.9,71,No,21,83,23,21.2,13.9,35.1,2.1,0.1,0.5,6.5,54.1,1,52,81,12.0,10.0,65,27.0,52961,2.9,2.9,85.0,12,38,3.0,16,11,15,13,78.4,45,45,45,45,45
