,State,County,Population,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,Firearm Fatalities Rate,Crude Rate,% Enrolled in Free or Reduced Lunch,Segregation Index,Median Household Income,Average Grade Performance (Reading),Average Grade Performance (Math),High School Graduation Rate,% Uninsured,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy
39,Tennessee,Henderson,28117,28,38,7.4,34,45,16,17,439.6,33,12,25.0,28.0,50.0,36,42,24,10,83,43,4.3,22,4.4,446,6.5,8.2,93,No,12,86,40,22.6,18.9,7.6,0.4,0.0,0.4,2.5,87.4,0,73,74,16.0,17.0,,36.0,46826,3.1,3.1,95.0,12,42,4.0,15,19,19,17,75.1
40,Tennessee,Henry,32345,27,34,7.1,34,64,16,38,468.4,39,12,68.0,53.0,189.0,42,53,24,8,86,45,4.1,28,4.9,334,15.5,8.4,119,No,11,84,20,20.4,23.8,7.4,0.6,0.0,0.4,2.9,87.0,0,76,72,25.0,32.0,,42.0,43159,2.9,2.9,94.0,12,42,8.0,15,18,18,17,74.3
41,Tennessee,Hickman,25178,27,38,7.6,26,35,17,21,374.0,37,14,20.0,32.0,44.0,37,46,24,8,79,36,3.1,22,4.4,383,3.6,8.2,123,Yes,15,80,60,20.6,17.9,4.9,0.4,0.0,0.7,2.6,90.0,0,80,64,22.0,23.0,,23.0,46176,3.1,3.1,91.0,14,43,5.0,14,15,18,17,74.5
42,Tennessee,Houston,8201,29,25,7.7,29,46,16,38,340.9,27,13,24.0,12.0,207.0,34,50,25,8,77,38,4.6,25,5.0,220,12.1,8.1,117,No,11,78,58,21.1,20.8,2.8,0.5,0.1,0.5,2.5,91.7,0,76,69,,,,29.0,40915,2.5,2.7,98.0,13,43,1.0,15,11,19,17,74.2
43,Tennessee,Humphreys,18582,27,36,7.6,33,39,17,27,227.2,35,13,27.0,32.0,54.0,39,48,23,9,85,41,3.8,21,4.2,259,11.9,8.2,136,No,11,87,48,21.5,20.2,2.6,0.5,0.0,0.6,2.6,92.3,0,78,71,22.0,22.0,,38.0,52121,3.2,3.0,93.0,13,42,3.0,15,13,18,16,73.5
44,Tennessee,Jackson,11786,29,37,7.6,36,48,15,31,308.3,26,14,17.0,42.0,,35,46,25,10,78,38,4.6,24,4.9,169,2.6,8.7,101,Yes,13,86,53,17.8,22.9,0.6,0.1,0.0,0.7,2.2,95.1,0,77,65,,19.0,,21.0,41749,2.8,3.3,93.0,14,42,0.0,16,14,19,18,75.2
45,Tennessee,Jefferson,54495,25,42,8.0,28,53,17,30,282.5,26,12,39.0,22.0,35.0,48,50,23,9,85,52,3.7,19,4.3,247,10.7,10.1,77,No,12,79,40,19.2,20.4,1.9,0.7,0.1,0.5,3.8,91.8,1,75,74,12.0,19.0,,29.0,50332,2.7,2.8,95.0,12,41,3.0,13,15,18,16,75.8
46,Tennessee,Johnson,17788,30,30,7.2,26,100,16,38,180.9,42,13,34.0,22.0,90.0,42,36,27,9,80,37,3.5,36,5.3,628,14.1,7.9,100,Yes,13,83,33,16.9,23.3,2.2,0.3,0.0,0.4,2.1,93.9,0,76,62,17.0,26.0,,32.0,40219,2.8,2.8,98.0,13,42,5.0,16,13,19,18,73.9
47,Tennessee,Knox,470313,19,29,7.5,22,84,19,25,578.7,19,10,112.0,60.0,377.0,50,57,19,8,92,72,2.9,16,4.8,506,12.1,11.1,106,No,13,83,27,20.9,16.2,8.7,2.4,0.1,0.4,4.6,82.0,1,64,83,15.0,17.0,,40.0,60316,2.9,3.0,90.0,10,40,11.0,12,11,16,13,76.3
48,Tennessee,Lake,7016,31,35,6.9,32,23,15,50,883.8,78,12,,14.0,14.0,34,51,30,10,73,30,5.7,40,6.3,210,9.4,8.5,54,No,13,84,22,14.3,16.7,27.8,0.2,0.0,0.5,2.6,67.2,1,55,65,,,,14.0,34059,2.3,2.5,,12,46,0.0,20,10,19,19,72.4
49,Tennessee,Lauderdale,25633,30,47,6.6,36,33,14,40,921.9,44,13,8.0,20.0,16.0,30,47,30,11,77,34,5.4,25,4.7,681,5.8,8.6,89,No,19,88,32,22.1,16.3,34.6,0.6,0.0,0.8,2.7,60.0,1,56,72,16.0,12.0,,42.0,43545,2.8,2.8,98.0,13,46,6.0,19,22,20,19,73.4
50,Tennessee,Lawrence,44142,28,37,7.7,42,56,16,13,389.4,34,12,41.0,25.0,84.0,39,49,25,8,83,46,4.1,23,4.8,462,11.0,6.3,99,Yes,14,84,35,24.9,17.9,1.7,0.5,0.0,0.5,2.4,93.3,1,75,72,18.0,20.0,,28.0,43448,2.8,3.1,96.0,12,41,3.0,15,13,19,17,74.1
51,Tennessee,Lewis,12268,28,43,7.7,31,21,16,9,299.1,45,13,17.0,33.0,41.0,35,39,25,9,84,43,4.0,23,4.3,484,9.9,7.8,118,No,8,81,36,21.9,21.3,2.0,0.6,0.1,0.7,2.5,92.9,0,78,59,33.0,33.0,,32.0,45874,3.0,3.0,88.0,13,42,2.0,15,17,19,17,73.8
52,Tennessee,Lincoln,34366,27,35,7.6,35,39,17,19,471.1,31,12,53.0,26.0,32.0,38,53,23,8,83,43,3.6,19,4.2,463,6.2,9.3,101,No,14,85,39,22.3,19.7,6.8,0.5,0.2,0.8,3.8,86.3,1,75,66,18.0,30.0,,33.0,54558,3.0,3.0,98.0,12,43,6.0,13,12,18,16,74.8
53,Tennessee,Loudon,54068,22,25,7.7,26,52,18,26,291.5,31,13,57.0,52.0,55.0,57,58,20,8,86,50,3.4,14,4.0,221,13.0,9.8,103,Yes,12,85,33,19.1,26.9,1.3,0.9,0.2,0.6,9.2,87.1,2,78,79,11.0,14.0,,48.0,65226,3.2,3.1,93.0,13,42,11.0,11,18,16,14,77.7
54,Tennessee,McMinn,53794,26,36,7.4,35,50,15,19,370.7,37,13,49.0,41.0,69.0,43,45,24,9,84,48,3.8,20,5.1,515,13.7,8.9,104,No,15,87,29,21.2,19.9,3.7,0.8,0.0,0.5,4.5,88.7,1,73,73,17.0,20.0,,31.0,49836,3.0,3.0,93.0,13,41,5.0,15,13,18,16,74.4
55,Tennessee,McNairy,25694,29,32,7.2,38,37,16,20,423.0,31,13,35.0,51.0,136.0,36,48,27,7,83,47,5.2,24,4.4,373,10.5,8.4,113,No,12,88,36,21.6,21.2,6.0,0.4,0.0,0.4,2.3,89.6,0,73,72,24.0,25.0,,16.0,45469,2.8,3.1,95.0,13,43,5.0,16,18,20,18,73.3
56,Tennessee,Macon,24602,29,36,7.9,38,41,15,9,344.7,56,14,16.0,16.0,8.0,37,48,26,10,80,46,3.1,21,4.7,288,3.7,8.8,120,No,13,82,44,24.5,16.1,1.0,0.8,0.1,0.7,5.1,91.7,1,74,71,26.0,31.0,,20.0,44334,3.0,3.0,88.0,14,42,2.0,14,17,19,18,74.2
57,Tennessee,Madison,97984,23,40,7.0,31,77,14,34,957.6,27,11,132.0,68.0,256.0,45,53,24,10,89,57,3.6,29,4.8,834,15.6,6.5,78,No,17,83,16,22.3,17.6,37.4,1.2,0.0,0.4,4.1,55.6,1,62,77,19.0,16.0,,40.0,50401,,,86.0,11,41,11.0,15,15,17,15,75.7
58,Tennessee,Marion,28907,27,33,7.5,34,68,17,21,450.3,40,12,42.0,24.0,31.0,38,45,24,9,82,54,4.3,22,4.6,288,7.0,9.5,104,Yes,13,87,50,21.0,20.3,4.0,0.7,0.0,0.5,2.0,91.4,0,75,73,17.0,17.0,,21.0,47675,2.3,2.8,87.0,12,42,4.0,15,18,19,16,74.6
59,Tennessee,Marshall,34375,25,43,7.6,30,51,16,23,422.1,30,11,15.0,23.0,49.0,42,49,23,9,85,43,3.5,20,3.7,512,7.1,9.0,89,No,13,89,50,23.1,16.4,6.3,0.7,0.1,0.5,5.7,85.3,1,72,77,14.0,18.0,,41.0,58151,2.8,2.9,95.0,11,42,8.0,13,12,17,16,75.5
60,Tennessee,Maury,96387,22,32,7.9,32,60,16,15,561.0,29,10,56.0,67.0,228.0,43,55,21,9,90,61,3.2,13,4.0,453,10.9,6.4,80,No,13,87,45,23.3,16.3,11.8,1.0,0.1,0.5,6.2,78.7,1,70,82,15.0,16.0,,29.0,66434,2.8,2.8,88.0,10,39,7.0,11,13,16,14,76.0
61,Tennessee,Meigs,12422,27,31,8.0,35,33,17,20,372.9,42,12,49.0,8.0,8.0,42,35,24,10,84,42,4.6,25,4.5,430,11.4,9.8,117,No,13,84,50,20.0,21.7,1.6,0.3,0.0,1.0,2.3,93.8,0,79,67,,,,31.0,48334,3.0,3.0,98.0,12,42,1.0,14,17,18,16,72.8
62,Tennessee,Monroe,46545,28,37,7.8,27,75,15,25,317.9,45,14,19.0,34.0,43.0,41,46,26,9,82,43,3.7,27,4.4,475,9.7,10.8,113,No,14,84,42,20.9,21.4,1.9,0.4,0.1,0.7,4.6,90.8,1,77,75,16.0,21.0,,23.0,50506,2.7,2.9,90.0,14,42,2.0,15,11,19,18,74.8
63,Tennessee,Montgomery,208993,22,36,7.3,26,65,16,34,1065.0,28,9,40.0,47.0,199.0,34,47,21,8,93,71,3.8,16,3.8,566,6.9,7.8,86,No,14,86,34,26.8,9.5,20.4,2.3,0.4,0.7,10.2,62.3,1,60,86,19.0,19.0,,30.0,57606,3.3,3.2,94.0,9,43,12.0,13,12,16,14,75.6
64,Tennessee,Moore,6488,25,29,7.6,21,20,17,20,203.6,23,9,16.0,,15.0,38,52,21,8,86,57,2.9,15,4.6,111,6.2,8.9,81,No,11,89,38,19.3,22.1,2.4,1.9,0.0,0.3,1.8,92.5,0,85,68,,,,16.0,61804,2.3,2.8,93.0,9,41,14.0,10,11,17,15,78.6
