,Unnamed: 0,State,County,Population,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,Firearm Fatalities Rate,Crude Rate,% Enrolled in Free or Reduced Lunch,Segregation Index,Median Household Income,Average Grade Performance (Reading),Average Grade Performance (Math),High School Graduation Rate,% Uninsured.1,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy,cig_tax_2017,cig_tax_2018,cig_tax_2019,cig_tax_2020,cig_tax_2021
10,10,Louisiana,Calcasieu,203436,23,36,7.2,29,75,20,37,685.6,41,9,78.0,58.0,260.0,43,43,21,10,87,56,4.1,26,5.3,626,10.9,7.6,80,Yes,13,86,21,24.9,15.2,25.5,1.4,0.1,0.6,4.1,66.6,1,67,75,17.0,19.0,48,59,53050,,,88.0,9,42,9,14,12,16,14,75.2,108,108,108,108,108
11,11,Louisiana,Caldwell,9918,29,43,7.1,29,37,19,30,361.8,53,11,30.0,20.0,141.0,34,29,27,9,77,40,6.1,28,6.2,221,12.0,8.6,106,Yes,12,89,35,22.9,18.1,15.9,0.3,0.0,0.4,3.2,79.1,2,77,64,,,40,36,44007,,,98.0,11,39,3,17,12,19,17,73.7,108,108,108,108,108
12,12,Louisiana,Cameron,6973,24,39,8.3,25,61,23,38,289.4,25,10,29.0,,,35,33,21,8,85,60,3.8,18,4.2,252,10.0,7.9,75,Yes,6,89,48,21.9,17.0,3.9,0.4,0.1,0.7,4.2,89.3,3,84,75,,,41,27,60317,,,98.0,10,36,6,10,9,17,14,81.7,108,108,108,108,108
13,13,Louisiana,Catahoula,9494,27,38,6.6,37,16,19,22,617.7,50,9,10.0,21.0,21.0,34,30,26,12,74,38,6.4,34,7.4,377,15.6,8.3,73,Yes,13,89,30,21.2,17.9,30.5,0.1,0.0,0.6,1.7,66.1,0,80,60,,,64,49,36794,,,78.0,9,40,11,17,10,18,16,75.8,108,108,108,108,108
14,14,Louisiana,Claiborne,15670,28,39,6.2,34,39,17,40,807.8,42,10,38.0,32.0,89.0,40,28,30,16,80,33,5.7,39,5.0,155,8.2,9.3,101,Yes,18,86,37,17.6,19.5,51.5,0.4,0.0,0.6,1.6,44.8,0,66,48,24.0,22.0,70,30,36497,,,98.0,10,43,7,20,25,18,18,75.5,108,108,108,108,108
15,15,Louisiana,Concordia,19259,29,43,5.8,36,31,17,37,689.6,52,9,26.0,42.0,530.0,41,41,30,14,80,43,6.5,39,5.4,735,11.8,8.2,95,Yes,14,90,21,23.7,17.8,39.6,0.4,0.0,0.5,1.7,56.9,1,66,64,28.0,23.0,73,47,36276,,,81.0,9,42,15,19,19,19,18,73.3,108,108,108,108,108
16,16,Louisiana,De Soto,27463,26,43,6.5,30,44,18,16,852.2,34,10,18.0,7.0,244.0,45,36,26,12,83,46,6.0,24,6.5,448,11.3,9.4,74,Yes,13,84,45,23.7,18.3,35.3,0.4,0.1,1.1,3.0,59.1,0,71,68,22.0,19.0,49,46,47347,,,93.0,10,39,9,18,16,18,16,76.3,108,108,108,108,108
17,17,Louisiana,East Baton Rouge,440059,19,34,7.0,27,98,18,33,900.6,26,9,92.0,76.0,413.0,43,50,19,12,90,67,4.4,25,5.6,583,12.3,12.1,93,No,18,83,30,22.7,14.6,46.7,3.4,0.0,0.3,4.4,44.0,2,60,84,27.0,12.0,52,53,56303,,,70.0,9,40,11,14,12,15,12,76.1,108,108,108,108,108
18,18,Louisiana,East Carroll,6861,34,47,4.2,20,60,14,0,1347.2,63,7,43.0,15.0,510.0,36,18,41,16,71,28,10.6,52,7.7,640,8.5,8.2,81,Yes,24,93,17,23.9,15.3,68.1,0.5,0.0,0.3,2.7,27.5,0,52,40,,,87,64,29943,,,,7,46,12,28,22,22,23,72.1,108,108,108,108,108
19,19,Louisiana,East Feliciana,19135,26,39,7.4,26,47,20,31,721.2,29,8,31.0,52.0,371.0,39,44,25,11,80,35,4.6,24,5.1,431,6.7,9.3,113,No,11,87,55,17.9,18.4,42.2,0.3,0.0,0.5,1.8,54.0,0,81,63,26.0,11.0,53,23,50041,,,83.0,8,42,6,15,18,17,15,73.4,108,108,108,108,108
